"Time(s)","ax(g)","ay(g)","az(g)","wx(deg/s)","wy(deg/s)","wz(deg/s)","AngleX(deg)","AngleY(deg)","AngleZ(deg)","T(°)","Voltage(v)","q0","q1","q2","q3","label:rotate_direction","label:rotate_velocity","label:cantainer_volume","label:liquid_volume"
" 15:20:39.944","-0.0449","-0.772","0.6494","-0.6104","0.3052","-0.2441","-50.9711","3.8782","-60.0293","27.16","3.62","-0.78842","0.35709","-0.24158","0.43863","0","0","0","1"
" 15:20:39.944","-0.0586","-0.7603","0.6499","-0.1221","0.5493","0.3662","-50.9656","3.8782","-60.0458","27.16","3.62","-0.78839","0.35696","-0.24161","0.43878","0","0","0","1"
" 15:20:39.944","-0.0625","-0.7441","0.6499","-0.9766","0.2441","0.6104","-50.9601","3.8892","-60.0568","27.22","3.62","-0.78836","0.3569","-0.2417","0.43884","0","0","0","1"
" 15:20:39.960","-0.0615","-0.7441","0.6499","-2.0142","-0.061","0.4883","-50.9766","3.8892","-60.0623","27.22","3.62","-0.7883","0.35699","-0.24179","0.43881","0","0","0","1"
" 15:20:39.984","-0.0547","-0.7485","0.646","-2.9297","-0.1221","0.3662","-51.0095","3.8892","-60.0623","27.24","3.62","-0.78818","0.35721","-0.24191","0.43878","0","0","0","1"
" 15:20:39.997","-0.0605","-0.7759","0.6343","-2.3804","0","0","-51.048","3.8837","-60.0732","27.14","3.62","-0.78802","0.35745","-0.24203","0.43878","0","0","0","1"
" 15:20:40.024","-0.0674","-0.7876","0.6343","-1.1597","-0.1831","-0.4272","-51.0645","3.8727","-60.0842","27.16","3.62","-0.7879","0.3576","-0.24207","0.43887","0","0","0","1"
" 15:20:40.048","-0.0649","-0.7773","0.6426","0.061","-0.4272","-0.1831","-51.0535","3.8617","-60.0897","27.24","3.62","-0.7879","0.35757","-0.24197","0.43896","0","0","0","1"
" 15:20:40.056","-0.063","-0.7456","0.6523","-0.1221","-0.061","-0.3052","-51.037","3.8507","-60.1007","27.16","3.62","-0.7879","0.35748","-0.24185","0.43909","0","0","0","1"
" 15:20:40.077","-0.0591","-0.7275","0.6611","-2.1362","0.3662","-0.3662","-51.048","3.8452","-60.1172","27.21","3.62","-0.78778","0.35757","-0.24191","0.43921","0","0","0","1"
" 15:20:40.132","-0.0566","-0.728","0.6538","-4.6997","1.0376","-0.5493","-51.1029","3.8397","-60.1447","27.17","3.62","-0.78751","0.35788","-0.24219","0.43927","0","0","0","1"
" 15:20:40.132","-0.0649","-0.7505","0.6357","-7.3853","1.0376","-0.7324","-51.2128","3.8397","-60.1776","27.18","3.62","-0.78705","0.35855","-0.24271","0.4393","0","0","0","1"
" 15:20:40.143","0.1958","-1.2529","0.8813","-2.3804","2.2583","-0.5493","-51.3226","3.8342","-60.2106","27.22","3.62","-0.78656","0.35928","-0.24319","0.4393","0","0","0","1"
" 15:20:40.155","0.1289","-0.7261","0.7939","-2.1362","1.0986","-2.6245","-51.3666","3.8287","-60.2765","27.18","3.62","-0.78613","0.35947","-0.24356","0.4397","0","0","0","1"
" 15:20:40.176","-0.313","-0.3604","0.3545","-58.7158","19.7754","-7.8735","-52.0477","3.8892","-60.6006","27.29","3.62","-0.78287","0.36316","-0.24759","0.44025","0","0","0","1"
" 15:20:40.197","-0.3125","-0.7583","0.6177","-75.5615","-8.1787","7.019","-53.5034","3.8727","-60.6061","27.24","3.62","-0.77814","0.37317","-0.25308","0.43713","0","0","0","1"
" 15:20:40.227","-0.0811","-0.5562","0.4785","-112.6099","-21.4233","2.2583","-55.3546","3.7518","-60.2161","27.24","3.62","-0.77325","0.38702","-0.25797","0.43082","0","0","0","1"
" 15:20:40.248","0.0708","-0.8755","0.603","-124.2676","-10.437","-6.7749","-57.7332","3.5211","-59.9799","27.17","3.62","-0.7655","0.40445","-0.2645","0.42468","0","0","0","1"
" 15:20:40.320","-0.0112","-1.0127","0.5884","-103.6987","3.2959","0.9766","-59.848","3.4662","-59.9634","27.3","3.62","-0.75784","0.41879","-0.27188","0.4198","0","0","0","1"
" 15:20:40.320","-0.0674","-0.7217","0.543","-99.7925","5.9204","3.7842","-61.7212","3.576","-59.9689","27.24","3.62","-0.7511","0.43066","-0.27945","0.41492","0","0","0","1"
" 15:20:40.320","-0.1587","-0.5078","0.4312","-130.3711","2.9297","-3.479","-63.9459","3.62","-59.9744","27.24","3.62","-0.74268","0.44498","-0.28775","0.40924","0","0","0","1"
" 15:20:40.320","-0.0684","-1.2354","0.3013","-127.5635","-4.6997","-8.9111","-66.5112","3.4827","-59.903","27.17","3.62","-0.73248","0.46222","-0.29568","0.40283","0","0","0","1"
" 15:20:40.336","-0.0151","-1.4668","0.2524","-71.8994","-5.249","-0.9155","-68.2855","3.3728","-59.6942","27.27","3.62","-0.72571","0.47446","-0.30032","0.3974","0","0","0","1"
" 15:20:40.355","-0.0811","-1.0581","0.2646","-30.3955","-1.5259","4.2114","-69.082","3.4167","-59.48","27.28","3.62","-0.72324","0.47989","-0.30246","0.39377","0","0","0","1"
" 15:20:40.377","-0.0908","-0.6191","0.3252","-54.3213","-7.2632","4.0283","-69.8456","3.4717","-59.1943","27.27","3.62","-0.7211","0.48526","-0.30423","0.38968","0","0","0","1"
" 15:20:40.395","-0.0581","-0.7661","0.4048","-77.0874","-4.6997","0.5493","-71.1804","3.4772","-58.8977","27.21","3.62","-0.71643","0.49438","-0.30753","0.38422","0","0","0","1"
" 15:20:40.415","0.0322","-1.0132","0.3462","-78.4302","-4.7607","0.7324","-72.6855","3.4607","-58.6395","27.31","3.62","-0.71069","0.50452","-0.31131","0.37863","0","0","0","1"
" 15:20:40.437","0.1143","-1.3896","0.2598","-56.5186","-4.0283","8.9722","-73.949","3.5321","-58.3429","27.16","3.62","-0.70624","0.51288","-0.31454","0.37299","0","0","0","1"
" 15:20:40.455","-0.1357","-0.9663","0.2202","-32.8369","-0.1831","12.6343","-74.6356","3.7408","-58.0682","27.26","3.62","-0.70453","0.51715","-0.31677","0.36844","0","0","0","1"
" 15:20:40.508","-0.2109","-0.5664","0.2251","-63.5986","-6.4697","10.376","-75.5585","3.9331","-57.7441","27.19","3.62","-0.70184","0.52301","-0.3194","0.36298","0","0","0","1"
" 15:20:40.508","-0.1592","-0.5278","0.1987","-115.6006","-14.3433","9.3384","-77.3987","4.0869","-57.2772","27.18","3.62","-0.69516","0.53503","-0.32388","0.35422","0","0","0","1"
" 15:20:40.519","-0.1313","-1.0293","0.0889","-141.6016","-22.4609","8.8501","-80.0024","4.2133","-56.662","27.27","3.62","-0.68497","0.55203","-0.32965","0.34247","0","0","0","1"
" 15:20:40.536","0.082","-1.6816","0.0815","-93.0786","-23.4375","16.4795","-82.1997","4.422","-55.9369","27.13","3.62","-0.67688","0.5665","-0.33377","0.33072","0","0","0","1"
" 15:20:40.554","-0.0117","-1.5542","0.1045","-24.4141","-11.7188","23.1934","-83.0676","4.801","-55.3436","27.24","3.62","-0.6752","0.57211","-0.33545","0.32272","0","0","0","1"
" 15:20:40.614","-0.1494","-0.8896","0.1001","2.6855","-7.2632","21.7285","-83.0402","5.213","-54.9316","27.2","3.62","-0.67752","0.57181","-0.33563","0.31821","0","0","0","1"
" 15:20:40.635","-0.2515","-0.522","0.0776","-51.5747","-21.4233","16.3574","-83.5236","5.5481","-54.3713","27.17","3.62","-0.67743","0.57526","-0.33603","0.31171","0","0","0","1"
" 15:20:40.636","-0.2637","-0.3643","-0.0967","-109.2529","-36.9873","11.1694","-85.1331","5.7678","-53.5089","27.27","3.62","-0.67206","0.58658","-0.33722","0.30072","0","0","0","1"
" 15:20:40.636","-0.0854","-0.9351","-0.019","-154.9072","-51.8188","5.188","-87.9071","5.9106","-52.3334","27.27","3.62","-0.66101","0.60568","-0.33899","0.28488","0","0","0","1"
" 15:20:40.653","0.0864","-1.5161","-0.0322","-111.2671","-42.0532","1.8921","-90.4175","5.9766","-51.1688","27.17","3.62","-0.65051","0.62329","-0.3392","0.27045","0","0","0","1"
" 15:20:40.677","0.0317","-1.5093","0.0791","-36.9873","-27.0996","6.4697","-91.5546","6.0754","-50.3119","27.2","3.62","-0.64648","0.63202","-0.33768","0.26166","0","0","0","1"
" 15:20:40.724","-0.041","-1.2241","0.0269","-0.3052","-18.3105","10.498","-91.6754","6.2457","-49.6802","27.23","3.62","-0.64767","0.63406","-0.33536","0.25671","0","0","0","1"
" 15:20:40.724","-0.082","-1.1128","-0.0054","7.0801","-15.2588","11.7798","-91.4832","6.46","-49.1364","27.28","3.62","-0.65042","0.63394","-0.33307","0.25296","0","0","0","1"
" 15:20:40.734","-0.1118","-0.9497","-0.0688","13.855","-14.9536","13.4888","-91.1261","6.6852","-48.642","27.26","3.62","-0.65399","0.63272","-0.33078","0.24988","0","0","0","1"
" 15:20:40.754","-0.0757","-0.7759","-0.0957","-16.2354","-24.4141","15.2588","-91.1151","6.9653","-48.0157","27.23","3.62","-0.65604","0.63364","-0.3288","0.24475","0","0","0","1"
" 15:20:40.774","-0.0952","-0.7314","-0.0493","-41.5039","-25.8789","13.4888","-91.6754","7.2235","-47.3016","27.26","3.62","-0.655","0.63818","-0.32742","0.23746","0","0","0","1"
" 15:20:40.826","-0.1797","-0.5732","-0.0469","-94.2993","-27.4048","13.6108","-93.0487","7.4982","-46.5656","27.23","3.62","-0.64938","0.64731","-0.32755","0.22778","0","0","0","1"
" 15:20:40.846","-0.1201","-0.7803","-0.0049","-129.1504","-24.292","9.7656","-95.3009","7.7509","-45.8569","27.23","3.62","-0.63843","0.66132","-0.32922","0.21579","0","0","0","1"
" 15:20:40.847","-0.0645","-1.1387","-0.123","-114.563","-23.4375","7.5073","-97.619","7.9596","-45.2142","27.26","3.62","-0.62653","0.67542","-0.33078","0.20432","0","0","0","1"
" 15:20:40.886","0.0215","-1.3721","-0.1787","-79.0405","-24.8413","10.498","-99.3658","8.1848","-44.5331","27.23","3.62","-0.61783","0.68628","-0.33093","0.19415","0","0","0","1"
" 15:20:40.886","-0.0547","-1.3564","-0.1982","-49.8047","-20.4468","16.7847","-100.4205","8.5034","-43.9343","27.16","3.62","-0.61313","0.69287","-0.33066","0.18588","0","0","0","1"
" 15:20:40.893","-0.1074","-1.3418","-0.2041","-13.0615","-15.3198","22.0337","-100.838","8.9209","-43.4674","27.14","3.62","-0.61221","0.69537","-0.33057","0.1795","0","0","0","1"
" 15:20:40.929","-0.2573","-0.8394","-0.2715","-11.5967","-17.5781","23.8037","-100.8655","9.3878","-43.0444","27.25","3.62","-0.61368","0.69556","-0.33035","0.17419","0","0","0","1"
" 15:20:40.934","-0.0674","-1.2339","-0.2778","-17.8833","-20.2026","25.7568","-101.2115","9.9097","-42.5281","27.31","3.62","-0.6134","0.69757","-0.33029","0.16705","0","0","0","1"
" 15:20:40.981","0.0562","-1.1455","-0.2334","2.1362","-15.1367","31.7993","-101.2885","10.4919","-42.0776","27.31","3.62","-0.61472","0.69778","-0.33054","0.16071","0","0","0","1"
" 15:20:41.002","-0.3179","-0.8423","-0.2563","-14.5264","-24.6582","44.4946","-101.2775","11.2775","-41.6492","27.16","3.62","-0.61685","0.69699","-0.33179","0.15332","0","0","0","1"
" 15:20:41.002","-0.4673","-0.98","-0.1045","-35.7056","-29.541","52.7344","-101.7334","12.3212","-41.0889","27.31","3.62","-0.61676","0.69833","-0.33405","0.14224","0","0","0","1"
" 15:20:41.013","-0.3145","-0.5571","-0.1387","-56.0303","-31.0669","50.2319","-102.42","13.4418","-40.5286","27.27","3.62","-0.61517","0.70074","-0.33688","0.12988","0","0","0","1"
" 15:20:41.038","-0.1387","-0.6279","-0.1899","-111.0229","-31.5552","40.9546","-104.1174","14.4305","-39.9188","27.25","3.62","-0.60709","0.70901","-0.33966","0.11511","0","0","0","1"
" 15:20:41.057","-0.1997","-0.9326","-0.2285","-119.3848","-29.7852","38.3301","-106.3641","15.2985","-39.3365","27.27","3.62","-0.59512","0.72025","-0.34216","0.09952","0","0","0","1"
" 15:20:41.113","-0.3252","-1.0527","-0.3774","-96.1914","-30.8228","41.0156","-108.3636","16.2158","-38.8147","27.23","3.62","-0.58438","0.72971","-0.3446","0.08459","0","0","0","1"
" 15:20:41.113","-0.2612","-0.9233","-0.3853","-82.8857","-30.6396","31.6772","-109.9731","17.0618","-38.2434","27.27","3.62","-0.57587","0.73734","-0.34573","0.07104","0","0","0","1"
" 15:20:41.132","-0.2544","-0.6108","-0.3804","-72.3877","-19.043","21.3623","-111.2531","17.655","-37.7875","27.18","3.62","-0.56882","0.74356","-0.3461","0.06079","0","0","0","1"
" 15:20:41.133","-0.2559","-0.563","-0.3218","-87.2803","-15.3198","13.5498","-112.7417","18.0505","-37.4304","27.22","3.62","-0.55991","0.75095","-0.34616","0.05176","0","0","0","1"
" 15:20:41.153","-0.1743","-0.7739","-0.3057","-86.731","-9.2163","4.2114","-114.4116","18.2483","-37.0898","27.24","3.62","-0.54935","0.75952","-0.3454","0.04367","0","0","0","1"
" 15:20:41.179","-0.2119","-1.0884","-0.2866","-65.7959","-0.7324","1.709","-115.8673","18.2813","-36.8536","27.27","3.62","-0.53979","0.76709","-0.34448","0.03793","0","0","0","1"
" 15:20:41.202","-0.3237","-1.0464","-0.4238","-26.9775","2.3193","1.1597","-116.6144","18.2538","-36.7108","27.21","3.62","-0.53476","0.77109","-0.34366","0.03522","0","0","0","1"
" 15:20:41.211","-0.3716","-0.8608","-0.6089","-5.4932","-0.1221","-1.2207","-116.7682","18.2043","-36.557","27.21","3.62","-0.53369","0.7724","-0.34247","0.03439","0","0","0","1"
" 15:20:41.234","-0.2612","-0.8652","-0.5146","-2.5635","-2.0142","-1.6479","-116.7682","18.1604","-36.3318","27.24","3.62","-0.53372","0.77313","-0.34079","0.03366","0","0","0","1"
" 15:20:41.260","-0.2764","-0.8442","-0.4492","-4.2725","-0.3662","1.2817","-116.7847","18.1384","-36.1615","27.21","3.62","-0.53363","0.7738","-0.33954","0.03296","0","0","0","1"
" 15:20:41.273","-0.2329","-1.1304","-0.4824","-18.5547","-10.3149","4.8828","-117.0264","18.2318","-35.9198","27.24","3.62","-0.5322","0.77539","-0.33832","0.03049","0","0","0","1"
" 15:20:41.296","-0.4341","-0.1226","-0.7178","-63.0493","-25.6348","0.4272","-117.5043","18.4186","-35.4913","27.2","3.62","-0.52936","0.77841","-0.3363","0.02576","0","0","0","1"
" 15:20:41.358","-0.2627","-1.0039","-0.5146","-110.4736","-37.0483","2.0752","-119.4104","18.7592","-34.7443","27.23","3.62","-0.51697","0.78845","-0.33282","0.01425","0","0","0","1"
" 15:20:41.358","-0.2798","-1.603","-0.3545","-74.646","-26.8555","9.6436","-121.2067","19.1656","-34.1016","27.24","3.62","-0.50522","0.7973","-0.33005","0.00323","0","0","0","1"
" 15:20:41.358","-0.3286","-1.2075","-0.3877","-5.127","-10.0708","16.7236","-121.6791","19.5557","-33.8324","27.27","3.62","-0.5025","0.79922","-0.32956","-0.0022","0","0","0","1"
" 15:20:41.405","-0.2964","-0.8569","-0.4155","20.3247","0.4883","16.1133","-121.3165","19.8358","-33.8159","27.12","3.62","-0.50546","0.79697","-0.33047","-0.00323","0","0","0","1"
" 15:20:41.406","-0.2808","-0.6826","-0.3833","23.9258","4.3335","12.4512","-120.8331","20.0061","-33.8599","27.22","3.62","-0.50906","0.79428","-0.33142","-0.00293","0","0","0","1"
" 15:20:41.416","-0.3975","0.3721","-0.4165","-17.8833","8.5449","-0.6104","-120.6848","20.0061","-33.9203","27.23","3.62","-0.51007","0.79346","-0.33185","-0.00223","0","0","0","1"
" 15:20:41.441","-0.5298","-0.4795","-0.8452","-36.8042","-4.0283","-1.2817","-121.344","19.9237","-33.8544","27.17","3.62","-0.50537","0.79678","-0.33109","-0.00385","0","0","0","1"
" 15:20:41.451","-0.627","-0.915","-1.0811","-61.8286","-32.6538","-7.2632","-122.4042","20.0775","-33.3215","27.22","3.62","-0.4982","0.80255","-0.32785","-0.01035","0","0","0","1"
" 15:20:41.473","-0.2412","-0.7729","-0.6709","-64.9414","-33.3252","-8.0566","-123.3765","20.3632","-32.558","27.23","3.62","-0.49167","0.80823","-0.32336","-0.01855","0","0","0","1"
" 15:20:41.491","-0.375","-0.8916","-0.4888","-48.0957","-31.4941","-3.9673","-124.2444","20.6378","-31.8933","27.23","3.62","-0.48581","0.81311","-0.31949","-0.02585","0","0","0","1"
" 15:20:41.535","-0.2231","-0.8374","-0.3594","-33.02","-24.1699","-1.8921","-124.8871","20.9015","-31.311","27.24","3.62","-0.48141","0.8168","-0.3161","-0.03207","0","0","0","1"
" 15:20:41.535","-0.3457","-0.6123","-0.4067","-41.1377","-20.3247","-2.7466","-125.5353","21.0992","-30.8441","27.34","3.62","-0.47693","0.82031","-0.31323","-0.03726","0","0","0","1"
" 15:20:41.569","-0.3667","-0.2935","-0.5181","-79.9561","-21.7285","-7.9346","-126.579","21.2366","-30.3497","27.23","3.62","-0.46939","0.82568","-0.30975","-0.04324","0","0","0","1"
" 15:20:41.572","-0.3521","-0.7749","-0.5244","-108.8257","-21.8506","-8.4839","-128.4576","21.3904","-29.7949","27.31","3.62","-0.45581","0.83435","-0.30548","-0.05167","0","0","0","1"
" 15:20:41.591","-0.2056","-1.2197","-0.5854","-69.397","-8.4839","-3.54","-130.0891","21.4838","-29.4214","27.17","3.62","-0.44379","0.84155","-0.30225","-0.0582","0","0","0","1"
" 15:20:41.614","-0.2676","-0.8691","-0.6089","-26.4893","3.0518","-0.9155","-130.7813","21.4288","-29.3225","27.2","3.62","-0.4386","0.84457","-0.30099","-0.05997","0","0","0","1"
" 15:20:41.632","-0.3843","-0.4976","-0.6665","-19.9585","1.4038","-1.5259","-131.1053","21.3409","-29.2896","27.21","3.62","-0.43607","0.84613","-0.30029","-0.06027","0","0","0","1"
" 15:20:41.652","-0.4038","-0.54","-0.7017","-63.3545","-11.1694","-5.8594","-131.9403","21.3464","-29.0479","27.23","3.62","-0.42978","0.84988","-0.29813","-0.06339","0","0","0","1"
" 15:20:41.675","-0.271","-1.0464","-0.6187","-32.1655","-5.5542","-3.54","-132.8467","21.3849","-28.7567","27.33","3.62","-0.42291","0.85391","-0.29556","-0.06714","0","0","0","1"
" 15:20:41.718","-0.4175","-0.3711","-0.729","-69.2749","-7.6294","-7.9346","-133.7311","21.3519","-28.515","27.18","3.62","-0.41611","0.85788","-0.29312","-0.07004","0","0","0","1"
" 15:20:41.730","-0.4155","-1.0806","-0.7183","-83.1299","-6.7139","0.6104","-135.401","21.4233","-28.2898","27.25","3.62","-0.4035","0.86423","-0.29056","-0.07565","0","0","0","1"
" 15:20:41.730","-0.334","-0.6738","-0.583","-76.1719","-5.7983","1.0376","-136.8127","21.5442","-28.1689","27.33","3.62","-0.39294","0.86917","-0.289","-0.08057","0","0","0","1"
" 15:20:41.748","-0.332","-0.4902","-0.6377","-84.2896","-1.5259","-4.4556","-138.3673","21.5552","-28.0261","27.22","3.62","-0.38098","0.87479","-0.28683","-0.08505","0","0","0","1"
" 15:20:41.769","-0.2979","-0.5952","-0.7163","-97.168","-3.3569","-5.6152","-140.1746","21.5277","-27.8284","27.27","3.62","-0.36697","0.88123","-0.28387","-0.08997","0","0","0","1"
" 15:20:41.788","-0.4443","-0.4053","-0.915","-76.6602","-7.5073","-5.4321","-141.7511","21.5387","-27.6141","27.16","3.62","-0.35464","0.88669","-0.28098","-0.0946","0","0","0","1"
" 15:20:41.810","-0.4712","-0.3589","-1.1143","-114.0747","-27.771","-4.6387","-143.6188","21.8024","-27.1967","27.33","3.62","-0.34015","0.89279","-0.27673","-0.10254","0","0","0","1"
" 15:20:41.831","-0.3501","-0.8013","-0.8643","-117.9199","-26.6724","0.3052","-145.86","22.2473","-26.7682","27.2","3.62","-0.32288","0.89935","-0.27222","-0.11273","0","0","0","1"
" 15:20:41.850","-0.3364","-0.6108","-0.7549","-109.1919","-21.4233","-1.4038","-147.8156","22.6154","-26.4276","27.31","3.62","-0.30765","0.90475","-0.26828","-0.12131","0","0","0","1"
" 15:20:41.951","-0.3066","-0.9678","-0.6709","-57.6782","-11.1084","3.1738","-149.2822","22.8845","-26.2244","27.2","3.62","-0.29617","0.90851","-0.26556","-0.12741","0","0","0","1"
" 15:20:41.951","-0.3359","-0.6045","-0.728","-16.3574","-1.4038","4.1504","-149.7217","22.9614","-26.1804","27.28","3.62","-0.29276","0.90958","-0.26486","-0.12918","0","0","0","1"
" 15:20:41.951","-0.3906","-0.083","-0.8149","-37.5366","-3.9063","7.8735","-150.1282","23.0383","-26.2134","27.33","3.62","-0.2897","0.91037","-0.2648","-0.13065","0","0","0","1"
" 15:20:41.951","-0.3682","-0.3667","-0.8799","-83.0688","-9.9487","9.0942","-151.5015","23.2471","-26.2354","27.35","3.62","-0.27908","0.91327","-0.26376","-0.13547","0","0","0","1"
" 15:20:41.951","-0.4268","-0.1616","-0.9575","-102.6001","-13.1226","13.4277","-153.3307","23.5327","-26.3068","27.24","3.62","-0.26498","0.91684","-0.26257","-0.14185","0","0","0","1"
" 15:20:41.971","-0.376","-0.4678","-0.9058","-76.2329","-11.7188","6.5918","-155.0665","23.8184","-26.3287","27.29","3.62","-0.25153","0.9201","-0.26096","-0.14813","0","0","0","1"
" 15:20:41.989","-0.4292","-0.3159","-0.8242","-80.6274","-12.8174","3.479","-156.5552","24.0601","-26.2463","27.2","3.62","-0.23981","0.92297","-0.25867","-0.15363","0","0","0","1"
" 15:20:42.012","-0.4766","-0.083","-0.8691","-84.6558","-13.4277","2.2583","-158.1372","24.3073","-26.131","27.2","3.62","-0.22726","0.92593","-0.25589","-0.15945","0","0","0","1"
" 15:20:42.037","-0.4375","-0.1455","-0.9067","-128.1128","-15.686","5.7983","-160.3345","24.6094","-26.0486","27.29","3.62","-0.20981","0.92966","-0.25238","-0.16699","0","0","0","1"
" 15:20:42.146","-0.3677","-0.75","-0.8232","-96.8018","-10.9863","9.0942","-162.6636","24.9115","-26.0706","27.25","3.62","-0.19144","0.93304","-0.24939","-0.17453","0","0","0","1"
" 15:20:42.147","-0.3657","-0.4536","-0.9023","-66.2842","-3.9063","13.0005","-164.1083","25.0818","-26.2079","27.26","3.62","-0.18015","0.93472","-0.24844","-0.17886","0","0","0","1"
" 15:20:42.147","-0.374","-0.3608","-0.8613","-32.7148","1.9531","5.6763","-164.9872","25.1147","-26.3452","27.29","3.62","-0.17325","0.93573","-0.24817","-0.18085","0","0","0","1"
" 15:20:42.147","-0.3555","-0.4326","-0.7725","-17.2729","7.5073","1.9531","-165.3717","25.0159","-26.3672","27.27","3.62","-0.16995","0.93646","-0.24768","-0.18079","0","0","0","1"
" 15:20:42.147","-0.3735","-0.3257","-0.7705","8.8501","15.1978","6.6528","-165.3058","24.7742","-26.488","27.25","3.62","-0.17029","0.93661","-0.24863","-0.17847","0","0","0","1"
" 15:20:42.160","-0.4067","-0.4209","-0.8257","-48.8892","14.0991","5.9204","-165.9155","24.505","-26.6254","27.28","3.62","-0.16507","0.93774","-0.24863","-0.17737","0","0","0","1"
" 15:20:42.169","-0.3496","-0.3511","-0.8701","12.8174","17.334","12.3901","-166.1957","24.2413","-26.8671","27.26","3.62","-0.16266","0.93817","-0.25","-0.17545","0","0","0","1"
" 15:20:42.210","-0.3091","-0.1279","-0.96","22.2778","21.4233","4.6387","-165.8331","23.8623","-27.0978","27.31","3.62","-0.16531","0.93787","-0.25226","-0.1712","0","0","0","1"
" 15:20:42.233","-0.4561","0.1484","-0.9966","-2.5024","15.8691","-5.8594","-165.575","23.4723","-27.1088","27.23","3.62","-0.16675","0.93826","-0.25247","-0.16736","0","0","0","1"
" 15:20:42.233","-0.501","0.2256","-0.8486","-66.4673","13.7939","-13.6719","-166.3934","23.1537","-26.9","27.26","3.62","-0.15918","0.94049","-0.24936","-0.16681","0","0","0","1"
" 15:20:42.248","-0.5698","-0.2119","-1.0469","-95.2148","5.127","-10.6201","-168.2227","22.934","-26.6364","27.25","3.62","-0.14337","0.94391","-0.24442","-0.16928","0","0","0","1"
" 15:20:42.349","-0.3413","-0.4614","-1.0938","-64.5142","-0.8545","-10.376","-169.8047","22.912","-26.3672","27.25","3.62","-0.12988","0.94638","-0.23984","-0.17276","0","0","0","1"
" 15:20:42.349","-0.2935","-0.0806","-0.9648","-57.312","2.5024","-13.1836","-170.8539","22.8571","-26.0651","27.3","3.62","-0.12067","0.94827","-0.23572","-0.1748","0","0","0","1"
" 15:20:42.349","-0.3726","-0.272","-1.0034","-23.6816","2.0142","-22.3389","-171.5131","22.7417","-25.6311","27.34","3.62","-0.11432","0.95004","-0.23111","-0.17563","0","0","0","1"
" 15:20:42.349","-0.4351","-0.2256","-0.9321","-50.4761","-5.7373","-17.6392","-172.002","22.6648","-25.1971","27.24","3.62","-0.10944","0.95154","-0.22672","-0.17639","0","0","0","1"
" 15:20:42.372","-0.5498","-0.1782","-0.8828","-38.208","-16.6626","-12.3291","-172.6941","22.8845","-24.7797","27.25","3.62","-0.10342","0.95261","-0.2222","-0.17996","0","0","0","1"
" 15:20:42.372","-0.4092","-0.0103","-1.1479","-30.7617","-19.4092","-10.5591","-173.584","23.2855","-24.4281","27.24","3.62","-0.09619","0.95331","-0.21796","-0.18533","0","0","0","1"
" 15:20:42.447","-0.3911","0.1865","-0.9907","-58.96","-20.4468","-11.6577","-174.4849","23.6646","-24.0436","27.31","3.62","-0.08871","0.95407","-0.21326","-0.19052","0","0","0","1"
" 15:20:42.472","-0.4258","-0.0039","-0.6621","-86.1816","-16.6016","-18.4937","-175.99","23.9832","-23.5547","27.35","3.62","-0.07587","0.95547","-0.20663","-0.19626","0","0","0","1"
" 15:20:42.472","-0.3789","-0.4072","-0.7686","-77.5146","-13.7329","-1.9531","-177.5555","24.2358","-23.2855","27.22","3.62","-0.06274","0.95642","-0.20163","-0.20139","0","0","0","1"
" 15:20:42.472","-0.3813","-0.2437","-0.9072","-76.7212","-13.7939","7.6294","-179.0826","24.516","-23.3514","27.23","3.62","-0.0506","0.95657","-0.1994","-0.2063","0","0","0","1"
" 15:20:42.472","-0.3921","-0.019","-0.9976","-66.8945","-12.146","7.1411","179.5221","24.7522","-23.4943","27.23","3.62","-0.03964","0.95642","-0.19797","-0.21066","0","0","0","1"
" 15:20:42.527","-0.4067","0.2412","-0.9912","-62.3779","-13.1226","-0.1831","178.3575","24.9774","-23.5162","27.2","3.62","-0.0304","0.95633","-0.19592","-0.21454","0","0","0","1"
" 15:20:42.527","-0.3589","-0.1333","-0.8726","-48.7061","-10.376","-2.4414","177.2919","25.2026","-23.4229","27.29","3.62","-0.02173","0.95633","-0.19302","-0.21823","0","0","0","1"
" 15:20:42.541","-0.4316","0.1904","-0.8735","-7.5073","-2.6855","-4.5166","176.9733","25.285","-23.3185","27.35","3.62","-0.01898","0.95639","-0.19147","-0.21948","0","0","0","1"
" 15:20:42.548","-0.4238","0.1787","-0.8301","-18.4937","-1.8921","-6.897","176.8195","25.318","-23.1317","27.29","3.62","-0.01743","0.95667","-0.18958","-0.22006","0","0","0","1"
" 15:20:42.566","-0.4463","0.6758","-0.8696","-75.9277","-4.4556","-9.1553","175.9351","25.3729","-22.9175","27.23","3.62","-0.00974","0.95703","-0.18607","-0.22195","0","0","0","1"
" 15:20:42.589","-0.4346","0.4219","-0.9404","-146.7896","-9.8877","-8.2397","173.5345","25.5322","-22.6923","27.27","3.62","0.01047","0.95709","-0.17938","-0.22711","0","0","0","1"
" 15:20:42.611","-0.3379","-0.7241","-0.9414","-114.6851","-8.4839","2.2583","170.7605","25.7135","-22.6428","27.27","3.62","0.03342","0.95633","-0.17319","-0.23291","0","0","0","1"
" 15:20:42.628","-0.624","1.5923","-0.7573","-155.3345","-12.085","-2.0752","168.6292","25.8069","-22.6648","27.18","3.62","0.05099","0.95532","-0.16888","-0.23688","0","0","0","1"
