Time(s),ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg),q0,q1,q2,q3
18:41:03.429,1.7451,-0.0547,-1.0171,1.5869,60.3027,-6.4697,-174.4244,-38.0072,7.3499,0.06668,-0.94138,-0.07632,-0.32166
18:41:03.475,2.0229,0.0864,-0.6572,-11.1694,176.3306,6.958,-174.2267,-40.6439,7.1356,0.06866,-0.93362,-0.07571,-0.34323
18:41:03.483,1.7715,0.0894,-0.7192,-35.6445,296.0815,23.1934,-173.9191,-45.7526,6.1743,0.06967,-0.91754,-0.07013,-0.38501
18:41:03.509,0.9766,-0.1104,-0.9702,-42.1753,352.2339,36.377,-173.1445,-52.4597,4.3286,0.07025,-0.89374,-0.06021,-0.43884
18:41:03.537,0.3198,-0.1196,-1.1016,-16.1743,299.4385,51.0254,-171.1395,-58.7933,1.4502,0.07346,-0.86804,-0.04889,-0.48849
18:41:03.563,0.5239,0.1533,-0.4844,-7.7515,209.5337,56.4575,-167.8601,-63.1604,-2.2961,0.07956,-0.84802,-0.03833,-0.52246
18:41:03.563,0.6494,-0.2271,-0.3091,-4.8828,161.1938,48.645,-164.35,-66.1707,-6.1798,0.08469,-0.83282,-0.02939,-0.54614
18:41:03.569,0.1284,-0.2646,0.0405,2.0142,113.9526,39.2456,-160.7245,-68.291,-9.9976,0.08978,-0.82098,-0.02249,-0.56332
18:41:03.589,-0.0498,-0.0635,0.187,2.4414,17.2119,16.3574,-158.7579,-68.9392,-11.9037,0.09338,-0.81671,-0.01968,-0.569
18:41:03.680,0.186,-0.1113,0.0059,-0.8545,-58.2275,-8.728,-159.538,-68.1152,-10.9424,0.0939,-0.82101,-0.02127,-0.56262
18:41:03.681,1.1313,-0.0669,-0.0293,-4.6997,-86.3647,2.1362,-161.1145,-66.4783,-9.0912,0.09387,-0.82953,-0.0242,-0.54987
18:41:03.681,1.2842,-0.0361,-0.1509,-21.4844,-26.6113,-14.4653,-162.5098,-65.5115,-7.641,0.09189,-0.83478,-0.02664,-0.54211
18:41:03.681,0.8535,-0.0986,-0.2334,-34.4238,31.0669,-39.1846,-164.2126,-65.9729,-6.1688,0.08597,-0.83362,-0.02991,-0.54468
18:41:03.706,0.7964,-0.1733,-0.2671,-26.7944,47.0581,-57.0068,-166.6022,-67.1375,-3.9331,0.07825,-0.82922,-0.03601,-0.55215
18:41:03.708,0.9033,-0.3374,-0.437,-13.9771,19.4092,-45.7153,-168.9697,-67.9779,-1.4996,0.07233,-0.8259,-0.04285,-0.55743
18:41:03.726,0.9985,-0.1909,-0.4595,5.188,-2.9907,-39.856,-170.8813,-68.2306,0.791,0.06964,-0.82492,-0.05029,-0.55859
18:41:03.750,1.5073,-0.0146,-0.187,5.7983,-2.8687,-20.3857,-172.0239,-68.1537,2.45,0.06952,-0.82523,-0.05661,-0.55756
18:41:03.774,1.5864,-0.0278,-0.3926,2.1973,25.3296,-5.7983,-172.381,-68.5052,3.1476,0.07031,-0.82333,-0.06003,-0.55988
18:41:03.787,2.0938,0.0596,-0.2739,2.3804,68.9697,19.5923,-171.3702,-69.4666,2.417,0.07379,-0.81836,-0.06015,-0.56668
18:41:03.832,2.1963,-0.0181,-0.4336,-1.5259,197.3267,42.5415,-167.7612,-72.2791,-1.1206,0.08029,-0.8035,-0.05496,-0.58719
18:41:03.872,1.7661,0.2305,-0.2007,-11.2915,287.4756,53.894,-159.1095,-77.0087,-9.9152,0.08835,-0.7764,-0.04587,-0.62222
18:41:03.875,1.3252,0.0664,-0.2358,-27.0996,321.7773,67.5659,-136.994,-81.6669,-32.5085,0.09592,-0.74286,-0.03302,-0.66165
18:41:03.876,0.7036,0.0605,-0.2871,-31.25,313.5376,73.6694,-88.7256,-83.0017,-81.5131,0.10303,-0.7059,-0.01694,-0.7005
18:41:03.889,0.4126,-0.0791,-0.0137,-28.0762,261.5356,67.5049,-56.3269,-80.0299,-114.5709,0.1095,-0.67227,-0.00217,-0.73209
18:41:03.916,0.3896,-0.1333,0.3076,-29.4189,213.8672,56.0303,-44.0936,-76.3605,-127.392,0.11481,-0.64435,0.01062,-0.75592
18:41:03.957,0.3638,-0.1792,0.4019,-36.438,193.5425,30.2734,-37.5128,-73.0316,-134.6594,0.1167,-0.61951,0.02127,-0.77591
18:41:03.965,0.02,-0.1572,0.4272,-33.8745,143.0054,9.6436,-33.2391,-70.34,-139.6417,0.11551,-0.59869,0.02905,-0.79199
18:41:03.967,-0.0942,-0.3413,0.4536,-20.5078,53.3447,-1.2817,-31.3495,-68.9832,-141.9379,0.11407,-0.58801,0.03275,-0.80002
18:41:03.986,0.1357,-0.3667,0.5669,-5.127,-33.6914,-9.3994,-31.5033,-69.1095,-141.7291,0.11432,-0.58899,0.03229,-0.79929
18:41:04.007,0.894,-0.2236,0.6069,-1.77,-69.1528,-23.1934,-32.6349,-70.2631,-140.2844,0.1145,-0.59747,0.0285,-0.79309
18:41:04.041,1.1924,-0.0459,0.4639,-16.2964,-36.6821,-35.8276,-32.9974,-71.3617,-139.845,0.11172,-0.60443,0.02469,-0.78833
18:41:04.049,1.0532,-0.1162,0.3237,-23.3154,28.6255,-44.0063,-31.1792,-71.6254,-141.9159,0.10614,-0.60385,0.02213,-0.78961
18:41:04.065,1.0088,-0.2871,0.1533,-14.2822,71.0449,-49.4385,-27.3889,-71.0156,-146.0303,0.09946,-0.59598,0.01947,-0.79651
18:41:04.087,0.9863,-0.2168,0.1064,6.4697,83.8013,-42.0532,-23.2581,-69.9335,-150.1831,0.09482,-0.58493,0.01523,-0.80533
18:41:04.109,1.0,-0.0488,0.5234,16.2964,60.8521,-28.6255,-19.9951,-68.8458,-153.111,0.09335,-0.57474,0.00989,-0.81287
18:41:04.134,1.1187,-0.0229,0.6875,14.7705,14.6484,-4.4556,-18.479,-68.3185,-154.1492,0.09479,-0.56985,0.00552,-0.81616
18:41:04.146,1.3047,-0.0083,0.6597,0.6104,24.7192,1.2207,-18.2758,-68.0383,-153.9734,0.09766,-0.56781,0.00388,-0.81726
18:41:04.174,2.0918,0.002,0.6152,-14.2822,121.3989,15.0757,-17.6221,-66.4398,-154.6106,0.09973,-0.5563,0.00607,-0.82489
18:41:04.197,2.0923,0.0068,0.6084,-42.2363,253.9673,45.2881,-16.9244,-62.3584,-155.7697,0.10309,-0.5271,0.01563,-0.84332
18:41:04.259,1.3745,0.1011,0.2451,-63.9038,327.8198,67.9321,-16.908,-56.2885,-156.8353,0.10715,-0.48309,0.03333,-0.86829
18:41:04.259,0.5972,0.0996,0.2031,-68.4204,323.3032,78.8574,-17.4463,-49.7736,-157.5549,0.11185,-0.43478,0.05402,-0.89188
18:41:04.260,0.3198,-0.1338,0.2739,-63.1714,306.3354,72.3267,-18.1274,-43.6707,-158.0878,0.11661,-0.3884,0.07379,-0.91104
18:41:04.274,0.0864,-0.4365,0.3374,-53.4058,298.0347,56.4575,-18.5449,-37.8918,-158.9008,0.11942,-0.3429,0.09116,-0.92722
18:41:04.285,-0.3193,-0.4561,0.4341,-37.5366,270.6299,31.8604,-18.6768,-32.6294,-159.9225,0.12015,-0.30008,0.10504,-0.94043
18:41:04.305,-0.5176,-0.4487,0.6387,-15.1367,207.8857,10.9253,-18.4735,-28.3173,-161.0925,0.11841,-0.26373,0.11389,-0.95044
18:41:04.328,-0.9624,-0.2085,1.1118,-0.1221,92.5903,2.4414,-18.2428,-25.7629,-161.7242,0.11792,-0.24188,0.11758,-0.95584
18:41:04.355,-0.9116,-0.3945,0.9805,2.0142,-27.5879,-9.0332,-18.2098,-25.3564,-161.8066,0.11798,-0.23837,0.11819,-0.95667
18:41:04.364,-0.1499,-0.6343,0.6118,14.1602,-71.2891,-33.5083,-18.0505,-26.3342,-161.8616,0.11624,-0.24622,0.11539,-0.95523
18:41:04.387,0.2725,-0.4043,0.6211,28.1982,-66.4063,-49.2554,-17.4078,-27.5153,-162.323,0.11188,-0.25488,0.10913,-0.95419
18:41:04.410,0.6274,-0.4219,0.4277,50.8423,-59.8145,-45.0439,-16.4081,-28.6908,-162.8558,0.10791,-0.26309,0.10016,-0.95343
18:41:04.426,0.5952,-0.0356,0.9092,63.0493,-49.7437,-34.9121,-15.0952,-29.729,-163.2513,0.10614,-0.27008,0.08856,-0.95282
18:41:04.485,0.6108,-0.0547,1.0815,48.0347,-34.1187,-33.02,-13.8812,-30.5585,-163.6469,0.10461,-0.27551,0.07819,-0.95233
18:41:04.496,0.7979,0.0962,1.0337,46.5698,-8.606,-17.1509,-12.8101,-30.91,-163.96,0.10416,-0.27722,0.06952,-0.95255
18:41:04.496,1.146,0.4233,2.1401,29.0527,10.7422,-1.1597,-11.9531,-30.8221,-164.0479,0.10559,-0.27567,0.06274,-0.95331
18:41:04.507,1.7007,0.228,1.8389,-32.5928,86.792,24.353,-12.1509,-29.7839,-163.8721,0.10779,-0.2674,0.06546,-0.95526
18:41:04.524,1.3413,-0.5469,0.7358,-56.3965,211.6089,45.0439,-13.1946,-26.4716,-163.8226,0.10995,-0.24094,0.07874,-0.96103
18:41:04.545,0.7593,0.1538,0.7612,-87.5854,299.6826,56.4575,-14.4525,-21.1212,-164.0753,0.11221,-0.1972,0.09729,-0.96899
18:41:04.607,0.4004,-0.0815,0.5767,-96.3745,336.4258,55.1147,-16.0236,-14.8315,-164.6796,0.11304,-0.14508,0.11993,-0.97556
18:41:04.638,0.1738,-0.1196,0.3325,-99.7925,354.8584,50.0488,-17.655,-8.1573,-165.7013,0.11182,-0.08881,0.14316,-0.97931
18:41:04.639,-0.4097,-0.4595,0.4492,-94.1162,344.1162,32.3486,-19.3744,-1.6095,-167.1515,0.10791,-0.03259,0.16565,-0.97968
18:41:04.639,-0.894,-0.4927,0.4873,-74.4629,284.3628,17.7612,-20.9564,3.999,-168.8049,0.10211,0.01645,0.18423,-0.97739
18:41:04.644,-1.0269,-0.6753,0.2993,-49.1333,216.5527,6.2256,-22.3077,8.3826,-170.4639,0.0954,0.05542,0.19824,-0.97388
18:41:04.664,-1.4678,-0.4946,0.4624,-11.9019,124.8169,5.9204,-23.0933,11.4258,-171.8481,0.08911,0.08313,0.20557,-0.97098
18:41:04.710,-1.4233,-0.4253,0.7559,3.418,3.6621,-9.8267,-23.2361,12.442,-172.6117,0.0845,0.09302,0.20663,-0.97025
18:41:04.710,-0.4653,-0.3896,0.6152,17.5171,-32.2876,-18.6157,-22.9999,12.1289,-173.0676,0.07993,0.09134,0.20413,-0.97134
18:41:04.725,0.0752,-0.3784,0.7764,26.6724,-24.5972,-10.0098,-22.533,11.7444,-173.4631,0.07556,0.08911,0.19974,-0.97281
18:41:04.743,0.2939,-0.353,0.7446,33.3252,11.4746,2.4414,-21.9342,11.8323,-173.8037,0.0723,0.09085,0.19446,-0.97397
18:41:04.765,-0.0234,-0.3379,0.8682,27.71,54.6265,11.5356,-21.4233,12.7167,-174.2651,0.0694,0.09946,0.18994,-0.97421
18:41:04.786,-0.3677,-0.4146,0.6895,31.25,68.2373,21.7896,-20.9619,14.1174,-174.7375,0.06711,0.11243,0.18588,-0.97375
18:41:04.812,-0.6738,-0.3408,0.6255,40.5884,53.4668,25.0244,-20.2753,15.4962,-175.0177,0.0661,0.125,0.18002,-0.97339
18:41:04.823,-0.521,-0.2896,0.6318,48.7671,41.3208,17.5171,-19.4019,16.5729,-175.2759,0.06442,0.13507,0.17242,-0.97354
18:41:04.869,-0.3691,0.2378,1.9639,15.3198,52.3071,12.5122,-18.6987,17.6331,-175.6494,0.06186,0.14502,0.16614,-0.97336
18:41:04.869,-0.2466,-0.0659,1.5581,-53.0396,102.478,1.5259,-19.4073,19.1821,-176.3525,0.05899,0.15887,0.17136,-0.97046
18:41:04.885,0.0449,-0.4072,0.5264,-90.5762,151.9165,-8.606,-21.3135,21.5991,-177.7203,0.05383,0.18048,0.18527,-0.96442
18:41:04.902,0.23,-0.2534,0.6035,-95.459,227.8442,2.4414,-23.714,25.0818,-179.5935,0.04797,0.21179,0.20129,-0.95511
18:41:04.925,-0.1426,-0.3262,0.4131,-101.4404,289.0625,2.3804,-26.7792,29.7565,177.6379,0.04007,0.25436,0.21863,-0.94116
18:41:04.958,-0.2607,-0.502,0.1611,-97.0459,328.125,0.1221,-30.6024,35.0464,173.8037,0.02963,0.30356,0.23557,-0.9227
18:41:04.979,-0.5679,-0.605,-0.1353,-85.144,326.2329,8.1177,-35.1013,40.3638,169.0741,0.0184,0.35437,0.25046,-0.9007
18:41:05.004,-1.4204,-0.5381,-0.1641,-51.2695,276.062,11.6577,-39.6661,45.0769,163.938,0.00742,0.40079,0.25995,-0.87842
18:41:05.004,-2.1191,-0.5103,0.1797,-21.3623,157.4097,2.9907,-43.0829,48.208,159.6588,-0.00229,0.43307,0.26282,-0.86212
18:41:05.027,-1.6719,-0.5024,0.0254,3.2349,44.3726,0.5493,-44.6045,49.5593,157.3462,-0.00897,0.44788,0.26169,-0.85483
18:41:05.042,-1.187,-0.4858,-0.0811,29.1138,-39.2456,3.418,-43.9948,49.5813,157.1375,-0.01282,0.44843,0.25626,-0.85614
18:41:05.089,-0.7378,-0.4902,0.2671,43.5791,-61.0352,8.728,-42.182,49.0155,158.0109,-0.01529,0.44238,0.24759,-0.86179
18:41:05.089,-0.5845,-0.3188,0.4868,36.6821,-44.0674,14.4043,-40.4626,48.598,158.7689,-0.01761,0.43756,0.23865,-0.8667
18:41:05.102,-0.3735,-0.3584,0.2783,31.189,-15.9912,24.4751,-39.1003,48.609,159.2468,-0.01913,0.43643,0.23016,-0.86954
18:41:05.122,-0.4976,-0.3032,0.3872,32.7148,9.1553,30.5176,-38.0731,49.1309,159.3237,-0.02084,0.43985,0.22128,-0.87009
18:41:05.142,-0.8423,-0.2813,0.3882,28.4424,1.5259,40.6494,-36.9415,49.801,159.5764,-0.02118,0.44397,0.21204,-0.87027
18:41:05.164,-1.041,-0.2451,0.6514,27.0996,-6.0425,38.3911,-35.5957,50.3064,160.1532,-0.02051,0.44629,0.20282,-0.87131
18:41:05.187,-1.0562,-0.4155,1.0117,-9.5825,21.5454,9.2773,-35.1892,50.7623,160.0818,-0.02127,0.44965,0.19833,-0.87057
18:41:05.202,-0.4844,-0.2554,0.458,-33.6914,87.4634,-14.8315,-36.7218,51.6797,158.2745,-0.02609,0.45966,0.20047,-0.86472
18:41:05.267,-0.4229,-0.2642,0.2266,-45.7153,153.1982,-16.7236,-39.9243,53.5034,154.8083,-0.03302,0.47934,0.20526,-0.85257
18:41:05.267,-0.1221,-0.3882,0.0762,-48.8892,239.1357,-19.2261,-45.2197,56.217,149.0405,-0.04269,0.50964,0.21072,-0.83301
18:41:05.267,-0.2129,-0.3101,0.1143,-62.2559,324.2798,-20.1416,-53.8879,59.6613,139.6967,-0.05478,0.5517,0.21625,-0.80359
18:41:05.282,-0.5498,-0.3276,-0.1519,-74.1577,362.854,-17.5171,-66.676,62.6715,126.2604,-0.06747,0.59967,0.22241,-0.76566
18:41:05.327,-1.0317,-0.3936,-0.478,-70.7397,358.3984,-6.4697,-82.2162,64.314,110.0885,-0.07861,0.64755,0.22641,-0.72327
18:41:05.354,-1.3916,-0.519,-0.6733,-51.7578,296.5088,0.3052,-96.7731,64.281,94.823,-0.08768,0.68848,0.22699,-0.68314
18:41:05.354,-1.2236,-0.6255,-0.8335,-27.1606,235.4126,10.1929,-107.7045,63.3032,83.0072,-0.09515,0.71988,0.22369,-0.65005
18:41:05.360,-1.3403,-0.5767,-0.7783,-0.6714,147.522,22.522,-114.8126,62.3364,74.8444,-0.10101,0.74191,0.21667,-0.62634
18:41:05.382,-1.5156,-0.3882,-0.6021,15.8691,45.7764,22.0947,-118.0096,61.9684,70.6201,-0.10513,0.75287,0.20844,-0.61526
18:41:05.400,-0.8633,-0.3892,-0.5889,33.7524,-32.1045,32.8369,-117.7954,62.5507,69.873,-0.1073,0.75348,0.19925,-0.61722
18:41:05.420,-0.8921,-0.2559,-0.1943,39.7949,-33.02,36.499,-116.5814,63.5449,69.9829,-0.10913,0.75116,0.18799,-0.6232
18:41:05.453,-0.9082,-0.291,-0.0132,17.5781,-13.1226,26.5503,-116.0266,64.292,69.6368,-0.11044,0.75046,0.17865,-0.62659
18:41:05.480,-0.4194,-0.2495,-0.0264,0.4883,15.7471,26.6724,-116.6418,64.715,68.4064,-0.11084,0.7525,0.17163,-0.62601
18:41:05.514,-0.4023,-0.1436,-0.2627,-11.6577,39.7949,44.3726,-118.8776,65.0665,65.7202,-0.10876,0.75812,0.16418,-0.62158
18:41:05.514,-1.1113,-0.3887,-0.3613,-13.5498,17.0288,53.1616,-121.5033,65.6598,62.7429,-0.10422,0.76382,0.15549,-0.61758
18:41:05.525,-1.0415,-0.5645,-0.6021,-1.0376,-16.7847,46.6309,-122.6843,66.5442,61.2268,-0.09985,0.76532,0.14716,-0.6185
18:41:05.540,-1.5503,-0.459,-0.3145,-6.1035,-13.9771,11.5356,-122.9974,67.1594,60.5511,-0.09821,0.76529,0.14117,-0.62018
18:41:05.559,-0.8604,-0.375,-0.4404,0.3662,-9.8877,-4.2725,-122.5525,67.3132,60.6995,-0.09958,0.76447,0.13898,-0.62152
18:41:05.582,-0.27,-0.25,-0.54,-5.3101,59.6924,-14.5264,-123.6127,66.8188,59.2438,-0.10287,0.7681,0.13754,-0.61679
18:41:05.606,-0.3735,-0.3237,-0.6655,-16.2354,176.4526,-35.1563,-128.2214,64.7534,54.1791,-0.10886,0.78287,0.13782,-0.5968
18:41:05.619,-0.4165,-0.2959,-0.1211,-43.8843,242.7368,-44.3726,-134.3793,61.0785,47.6532,-0.11618,0.80579,0.1405,-0.56335
18:41:05.670,-0.3062,-0.2188,-0.5659,-52.7954,302.9785,-32.4707,-140.7898,56.3654,41.0339,-0.121,0.83316,0.14261,-0.52032
18:41:05.670,-0.4141,-0.3125,-0.8726,-45.166,340.4541,-22.7051,-146.4972,50.7129,34.8816,-0.12549,0.86249,0.14163,-0.46927
18:41:05.709,-0.5474,-0.3716,-1.0654,-38.3301,342.4072,-10.6201,-150.9631,44.6375,29.7125,-0.12985,0.88998,0.1376,-0.41476
18:41:05.710,-0.8887,-0.3784,-1.1362,-31.4941,306.2134,-0.061,-154.248,38.8422,25.5817,-0.13315,0.91293,0.13126,-0.36264
18:41:05.719,-1.2549,-0.4014,-1.0391,-20.9351,227.5391,-5.0659,-156.3135,34.1565,22.6923,-0.13577,0.92908,0.12497,-0.3204
18:41:05.742,-0.9858,-0.3462,-1.0483,-5.127,123.3521,-5.188,-157.2528,31.2177,21.0608,-0.13849,0.93796,0.12039,-0.29407
18:41:05.768,-0.332,-0.2349,-0.8672,6.4087,37.1094,14.2822,-157.5275,30.174,20.083,-0.14072,0.94131,0.11517,-0.28418
18:41:05.778,-0.5166,-0.2217,-0.8828,8.4839,-23.8647,29.1138,-157.5989,30.509,19.314,-0.14139,0.9415,0.1084,-0.28589
18:41:05.802,-0.7354,-0.2603,-0.7407,7.2632,-51.3306,26.4893,-157.5659,31.6077,18.7921,-0.14102,0.93976,0.10181,-0.29413
18:41:05.842,-0.27,-0.2915,-0.7568,1.9531,-47.1802,17.6392,-157.478,32.8052,18.5559,-0.14014,0.93738,0.09729,-0.30353
18:41:05.918,0.0396,-0.1929,-0.6016,-15.8081,-7.2632,24.7192,-157.8241,33.4204,18.045,-0.13763,0.93689,0.0928,-0.30756
18:41:05.918,-0.3457,-0.1733,-0.6372,-31.4331,19.4092,27.5879,-158.7524,33.3875,17.1057,-0.13257,0.93878,0.08765,-0.30548
18:41:05.918,-0.3228,-0.2319,-0.8018,-40.5273,21.7285,31.311,-160.0049,33.1403,16.0455,-0.12552,0.94153,0.08273,-0.30133
18:41:05.918,-0.3267,-0.229,-0.9287,-39.0015,11.1694,40.1611,-161.3397,33.0414,14.8975,-0.11768,0.94397,0.07697,-0.29837
18:41:05.939,-1.1729,-0.6118,-1.3691,-22.1558,0.6714,11.6577,-162.3669,33.0304,14.0076,-0.11154,0.94562,0.0723,-0.29672
18:41:05.939,-0.375,-0.5029,-1.311,2.8076,6.0425,-5.3101,-162.4713,32.9974,13.8483,-0.11115,0.94589,0.07129,-0.29623
18:41:05.959,0.0659,0.0771,-0.4971,14.2212,70.4346,-17.5781,-162.1967,32.0142,13.7164,-0.11511,0.94791,0.07104,-0.28827
18:41:05.980,1.0332,-0.0708,-0.8784,-21.1792,180.2368,-19.5313,-162.6526,29.2731,13.1451,-0.11633,0.9545,0.07166,-0.26486
18:41:05.998,0.5474,-0.3818,-1.1694,-30.1514,327.3926,-11.9019,-163.9105,23.6536,11.662,-0.1156,0.96698,0.06992,-0.21582
18:41:06.018,-0.4111,-0.3721,-1.4702,-16.6626,371.0327,-10.1318,-164.9597,16.4026,9.8932,-0.11679,0.97916,0.06601,-0.15207
18:41:06.087,-0.9873,-0.2793,-1.5376,-4.3335,317.3218,-14.4043,-165.498,9.646,8.3441,-0.11929,0.9866,0.06131,-0.09235
18:41:06.100,-0.5205,-0.1978,-1.1494,8.667,226.1353,-20.0806,-165.5365,4.6088,7.3663,-0.12289,0.98947,0.05865,-0.04788
18:41:06.105,-0.082,-0.123,-0.7773,7.9956,150.6348,-7.6904,-165.3772,1.236,6.6467,-0.12637,0.99017,0.05612,-0.01807
18:41:06.108,0.1748,-0.0459,-0.5889,-0.4883,99.4873,11.3525,-165.3278,-0.9119,5.8887,-0.1279,0.99039,0.052,0.00134
18:41:06.117,0.0361,-0.1367,-0.7114,-8.4229,47.3633,34.4238,-165.4651,-1.9006,4.9658,-0.12704,0.99075,0.04507,0.01096
18:41:06.137,-0.3506,-0.1084,-0.7593,-9.3384,-18.8599,32.5928,-165.6573,-1.6864,4.1858,-0.12524,0.9913,0.03809,0.01004
18:41:06.158,-0.4067,-0.2031,-1.0991,-15.564,-68.6646,16.6016,-165.976,-0.3955,3.8727,-0.12207,0.99188,0.03394,-0.00064
18:41:06.178,0.1255,-0.3584,-0.9849,-10.498,-81.7261,11.6577,-166.1902,1.3733,3.8892,-0.11972,0.9921,0.03223,-0.01599
18:41:06.196,0.3535,-0.1245,-0.7446,-26.9775,-48.8892,9.5825,-166.5912,2.7246,3.9166,-0.11578,0.99234,0.03116,-0.02759
18:41:06.219,0.2671,0.0,-0.7666,-41.1987,-9.6436,12.5122,-167.3547,3.2135,3.7793,-0.10907,0.99304,0.02969,-0.03152
18:41:06.241,-0.1187,-0.1875,-0.8687,-48.3398,-9.7046,7.0801,-168.316,3.3508,3.62,-0.10074,0.99393,0.02844,-0.03229
18:41:06.257,-0.0728,-0.2993,-1.1948,-45.2881,-34.4238,5.9204,-169.2499,3.8562,3.6145,-0.09247,0.9946,0.02823,-0.03647
18:41:06.339,0.2266,-0.437,-1.3472,-4.5166,-12.3901,-10.3149,-169.541,4.2957,3.7738,-0.08975,0.99466,0.02939,-0.04031
18:41:06.339,0.8066,-0.2568,-1.3179,3.54,43.7012,0.7324,-169.4806,3.8123,3.8287,-0.09042,0.99475,0.03021,-0.03616
18:41:06.339,0.6406,0.1675,-0.2866,9.9487,139.0381,2.0142,-169.2554,1.7139,3.5211,-0.09308,0.99503,0.02921,-0.01776
18:41:06.339,1.4395,0.2837,-0.9214,-28.1372,234.0088,8.3008,-169.53,-2.2577,2.9388,-0.09164,0.99521,0.02734,0.0173
18:41:06.356,0.5605,-0.4312,-1.6392,-32.5317,362.915,18.0664,-170.0574,-8.7177,1.6864,-0.08749,0.9931,0.02121,0.07443
18:41:06.376,-0.6147,-0.2998,-1.7539,7.0801,330.3223,2.1973,-169.92,-15.8423,0.5109,-0.08759,0.98651,0.01651,0.1369
18:41:06.399,-0.2441,-0.1406,-0.9917,21.9116,187.439,9.0942,-169.2279,-20.4401,-0.4065,-0.09171,0.9798,0.01315,0.17697
18:41:06.427,0.2046,-0.1636,-0.5723,17.7612,114.8071,11.4746,-168.5687,-22.9175,-1.1261,-0.09561,0.97531,0.01016,0.19861
18:41:06.459,0.1748,-0.0981,-0.4463,13.1226,76.7822,10.5591,-168.0249,-24.494,-1.6754,-0.09879,0.97208,0.00784,0.21246
18:41:06.480,-0.1943,0.1001,-0.2725,-4.3335,2.8076,7.8735,-167.8436,-24.9609,-1.972,-0.09961,0.9711,0.00613,0.21664
18:41:06.480,0.2676,-0.1738,-0.9185,-6.897,-86.6089,13.916,-168.1018,-23.6316,-1.8787,-0.09805,0.97372,0.00522,0.20529
18:41:06.523,0.4009,-0.0044,-0.7686,-4.4556,-107.7881,11.7188,-168.2446,-21.3409,-1.6699,-0.0979,0.97766,0.00464,0.18564
18:41:06.523,0.7935,-0.1768,-0.9634,-27.4658,-65.3076,-2.4414,-168.8104,-19.6161,-1.2634,-0.09415,0.98077,0.00577,0.17059
18:41:06.538,0.874,-0.2188,-0.8662,-25.8179,-4.3335,7.9956,-169.3213,-19.0723,-1.1041,-0.09015,0.98196,0.00589,0.1658
18:41:06.555,0.5444,-0.0518,-0.7681,-36.7432,46.875,-8.7891,-169.964,-19.7589,-0.9503,-0.08469,0.98145,0.00684,0.1716
18:41:06.580,0.1563,-0.0757,-0.4814,-42.8467,35.6445,-12.5732,-170.7825,-20.7751,-0.6482,-0.07797,0.98044,0.00888,0.18018
18:41:06.628,0.0693,-0.1348,-0.7329,-48.645,-19.7754,-17.5171,-171.8427,-20.907,-0.1263,-0.0697,0.98087,0.01181,0.18106
18:41:06.631,0.9663,-0.3936,-2.3184,-49.1333,-42.9077,-11.9019,-172.9852,-20.2258,0.4559,-0.06088,0.98251,0.01468,0.17499
18:41:06.655,0.9717,-0.1743,-1.5181,8.9111,1.709,-9.4604,-173.0566,-20.0446,0.8514,-0.06088,0.98279,0.01782,0.17325
18:41:06.655,1.0479,-0.2261,-1.1919,22.4609,39.3066,1.4648,-172.6447,-20.5774,0.9943,-0.06464,0.98172,0.01999,0.17767
18:41:06.675,0.9575,0.0298,-0.4497,20.3247,98.6938,6.5308,-171.925,-22.1759,0.824,-0.07047,0.97873,0.0206,0.19131
18:41:06.698,1.1738,0.0239,-0.7412,-2.2583,198.0591,-1.709,-171.5515,-25.5157,0.5713,-0.07288,0.97253,0.02109,0.21988
18:41:06.782,1.3101,-0.2559,-1.0454,-10.0708,280.8228,12.9395,-171.2439,-30.5859,-0.0934,-0.07336,0.96173,0.01929,0.26303
18:41:06.782,0.5269,-0.0317,-1.313,0.6714,315.4297,24.7803,-170.3375,-36.6998,-1.5106,-0.07574,0.94598,0.01398,0.31473
18:41:06.782,0.2886,0.0903,-1.043,-2.6855,271.6675,20.5078,-169.173,-42.3303,-3.1146,-0.07813,0.92892,0.00879,0.36169
18:41:06.809,0.5864,-0.0522,-0.5288,-12.9395,228.6377,21.6675,-168.1622,-46.8787,-4.6527,-0.07843,0.91345,0.00388,0.39917
18:41:06.813,0.7544,-0.1699,-0.4355,-19.165,221.0693,21.3013,-167.0306,-50.993,-6.4325,-0.07773,0.8981,-0.0018,0.43274
18:41:06.814,0.5293,-0.1958,-0.4214,-16.8457,203.0029,17.2119,-165.7397,-54.8987,-8.3112,-0.07666,0.88232,-0.00677,0.46417
18:41:06.837,0.0317,-0.1001,-0.2798,-11.7188,123.7793,11.2915,-164.5587,-57.7386,-9.8767,-0.07599,0.87012,-0.0101,0.48676
18:41:06.863,-0.2173,-0.1089,-0.0273,-11.7188,20.2026,7.1411,-164.0314,-58.8702,-10.6073,-0.07541,0.86505,-0.01178,0.49576
18:41:06.875,0.5103,-0.1006,-0.2813,-10.5591,-83.4961,0.1831,-164.762,-57.6178,-9.8492,-0.07468,0.87073,-0.01093,0.48584
18:41:06.896,1.1655,-0.167,-0.627,-8.7891,-94.6655,0.8545,-165.7782,-55.5524,-8.7067,-0.07404,0.87976,-0.00916,0.46939
