0x50	 19:23:45.956	0.4053	0.0239	0.9170	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.29	4.02	0.22247	0.20428	-0.03510	0.95261
0x50	 19:23:46.017	0.4053	0.0249	0.9160	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.29	4.02	0.22247	0.20428	-0.03510	0.95261
0x50	 19:23:46.017	0.4048	0.0244	0.9175	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.36	4.02	0.22247	0.20428	-0.03510	0.95261
0x50	 19:23:46.020	0.4067	0.0234	0.9189	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.32	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.035	0.4067	0.0239	0.9170	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.33	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.055	0.4067	0.0234	0.9170	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.29	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.075	0.4063	0.0244	0.9170	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.36	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.101	0.4058	0.0239	0.9170	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.34	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.115	0.4067	0.0244	0.9180	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.32	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.135	0.4058	0.0244	0.9175	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.29	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.154	0.4053	0.0234	0.9180	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.32	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.174	0.4072	0.0229	0.9175	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.28	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.196	0.4058	0.0244	0.9146	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.29	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.222	0.4058	0.0239	0.9185	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.36	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.234	0.4048	0.0244	0.9175	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.32	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.254	0.4063	0.0234	0.9170	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.34	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.274	0.4063	0.0234	0.9170	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.29	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.294	0.4058	0.0239	0.9185	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.36	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.315	0.4058	0.0249	0.9170	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.31	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.334	0.4058	0.0234	0.9150	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.28	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.353	0.4058	0.0234	0.9185	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.32	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.375	0.4063	0.0239	0.9170	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.34	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.394	0.4072	0.0254	0.9185	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.27	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.881	0.4048	0.0239	0.9170	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.26	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.881	0.4058	0.0254	0.9185	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.35	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.881	0.4058	0.0234	0.9175	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.32	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.881	0.4058	0.0244	0.9175	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.29	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.881	0.4053	0.0225	0.9175	0.0000	0.0000	0.0000	1.4996	-23.8788	153.3856	34.27	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.881	0.4058	0.0254	0.9180	0.0000	0.0000	0.0000	1.5051	-23.8788	153.3856	34.32	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.881	0.4067	0.0239	0.9170	0.0000	0.0000	0.0000	1.5051	-23.8788	153.3856	34.25	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.881	0.4053	0.0244	0.9180	0.0000	0.0000	0.0000	1.5051	-23.8788	153.3856	34.32	4.02	0.22247	0.20425	-0.03510	0.95261
0x50	 19:23:46.881	0.4063	0.0225	0.9180	0.0000	0.0000	0.0000	1.5051	-23.8788	153.3856	34.32	4.02	0.22247	0.20425	-0.03510	0.95261
